order_id,customer_id,category,order_value,discount_pct,payment_method,prior_orders,prior_returns,prior_return_ratio,category_return_rate,days_since_last_order,order_freq_30d,returned
104618,1169,Home & Kitchen,2402.33,34.6,Credit Card,9,1,0.111,0.07,2,3,0
104619,200,Electronics,5268.62,29.0,Debit Card,11,2,0.182,0.09,14,0,1
104620,1148,Apparel - Mens,2195.48,14.4,UPI,12,3,0.25,0.19,21,1,0
104621,1117,Home & Kitchen,2985.47,9.9,UPI,15,2,0.133,0.07,11,2,0
104622,1337,Beauty,786.76,5.8,Credit Card,7,2,0.286,0.05,15,2,0
104623,628,Apparel - Mens,1618.16,11.9,Credit Card,10,2,0.2,0.19,18,1,1
104624,845,Home & Kitchen,3276.17,5.9,COD,13,5,0.385,0.07,3,2,0
104625,1118,Beauty,1004.08,22.3,COD,13,2,0.154,0.05,13,3,0
104626,1281,Beauty,608.99,8.3,COD,13,4,0.308,0.05,6,3,0
104627,1291,Electronics,3513.7,7.3,UPI,10,5,0.5,0.09,66,1,0
104628,2131,Footwear,1729.69,2.8,Netbanking,11,1,0.091,0.24,28,1,0
104629,679,Furniture,11891.92,4.4,UPI,13,0,0.0,0.11,5,0,0
104630,887,Beauty,698.71,17.6,UPI,13,6,0.462,0.05,14,1,0
104631,1963,Furniture,5526.38,11.4,Credit Card,12,3,0.25,0.11,94,0,0
104632,297,Electronics,7052.03,19.9,UPI,12,3,0.25,0.09,22,3,0
104633,875,Furniture,10701.07,8.0,COD,10,2,0.2,0.11,67,1,0
104634,2035,Apparel - Womens,1868.42,16.5,Credit Card,15,4,0.267,0.28,12,1,1
104635,1741,Beauty,549.08,17.6,UPI,23,7,0.304,0.05,6,2,1
104636,285,Furniture,7861.7,13.3,Credit Card,10,1,0.1,0.11,3,0,0
104637,797,Mobile Accessories,790.91,11.3,Credit Card,9,0,0.0,0.06,56,1,0
104638,2019,Apparel - Mens,2658.87,13.2,UPI,10,0,0.0,0.19,94,0,0
104639,1278,Furniture,2955.79,4.6,Netbanking,15,2,0.133,0.11,35,3,0
104640,229,Electronics,5512.36,18.7,COD,10,2,0.2,0.09,50,2,0
104641,1800,Home & Kitchen,2402.29,3.2,UPI,9,1,0.111,0.07,100,3,0
104642,1671,Mobile Accessories,613.49,13.7,Credit Card,12,2,0.167,0.06,3,1,0
104643,745,Apparel - Womens,1769.78,15.1,Credit Card,13,1,0.077,0.28,20,2,0
104644,450,Electronics,8532.11,14.5,Credit Card,14,4,0.286,0.09,57,0,0
104645,452,Footwear,2641.55,10.7,UPI,14,5,0.357,0.24,18,0,0
104646,1676,Mobile Accessories,664.46,2.2,UPI,11,5,0.455,0.06,44,1,0
104647,702,Mobile Accessories,924.33,11.8,UPI,9,0,0.0,0.06,16,0,1
104648,1699,Mobile Accessories,664.59,13.3,Credit Card,18,2,0.111,0.06,129,0,0
104649,126,Mobile Accessories,283.87,5.4,UPI,6,2,0.333,0.06,34,0,0
104650,2168,Footwear,3614.86,6.9,UPI,13,7,0.538,0.24,1,0,1
104651,1059,Beauty,994.08,30.0,UPI,11,0,0.0,0.05,45,1,0
104652,417,Home & Kitchen,3223.68,4.1,UPI,10,2,0.2,0.07,63,4,0
104653,1150,Home & Kitchen,497.41,13.7,Netbanking,10,6,0.6,0.07,49,0,1
104654,413,Furniture,8028.11,11.0,Credit Card,8,0,0.0,0.11,25,1,0
104655,1304,Apparel - Womens,1118.13,11.5,Credit Card,13,4,0.308,0.28,8,1,0
104656,688,Electronics,8018.83,1.5,COD,14,4,0.286,0.09,2,1,0
104657,920,Mobile Accessories,342.29,12.7,UPI,12,4,0.333,0.06,15,1,0
104658,2002,Electronics,9861.9,9.8,Debit Card,12,5,0.417,0.09,9,0,0
104659,1595,Electronics,10034.27,4.1,Credit Card,13,1,0.077,0.09,18,3,0
104660,360,Beauty,1426.71,22.9,UPI,16,1,0.062,0.05,43,0,0
104661,1125,Home & Kitchen,2316.45,5.9,UPI,7,0,0.0,0.07,9,2,0
104662,24,Apparel - Mens,1516.01,5.0,COD,12,2,0.167,0.19,37,1,0
104663,2028,Apparel - Mens,1093.44,12.1,UPI,13,4,0.308,0.19,5,1,0
104664,275,Home & Kitchen,2411.61,4.2,Credit Card,8,1,0.125,0.07,36,0,0
104665,11,Mobile Accessories,150.0,15.3,UPI,11,2,0.182,0.06,1,3,0
104666,569,Furniture,9652.09,27.0,UPI,9,1,0.111,0.11,6,2,0
104667,1583,Apparel - Womens,2961.29,8.6,Credit Card,10,2,0.2,0.28,61,2,0
104668,2079,Apparel - Womens,2490.67,16.5,Credit Card,13,0,0.0,0.28,14,1,1
104669,490,Mobile Accessories,470.84,23.2,Credit Card,14,3,0.214,0.06,30,5,1
104670,937,Electronics,6413.02,28.2,UPI,9,0,0.0,0.09,46,1,0
104671,327,Footwear,2761.84,1.8,Credit Card,14,1,0.071,0.24,38,0,0
104672,1162,Beauty,481.07,5.7,UPI,11,0,0.0,0.05,4,3,0
104673,82,Electronics,8856.26,18.4,Credit Card,8,3,0.375,0.09,3,1,0
104674,957,Furniture,5559.82,4.8,UPI,13,2,0.154,0.11,2,1,0
104675,1401,Footwear,4185.66,9.8,COD,12,4,0.333,0.24,152,2,0
104676,1568,Apparel - Womens,1941.96,20.5,COD,9,2,0.222,0.28,40,2,0
104677,130,Mobile Accessories,902.71,19.4,Debit Card,12,1,0.083,0.06,3,2,0
104678,1743,Beauty,751.99,2.3,Debit Card,11,1,0.091,0.05,42,1,0
104679,1493,Beauty,240.27,13.6,COD,7,0,0.0,0.05,15,0,0
104680,2199,Furniture,3169.15,9.3,UPI,15,4,0.267,0.11,33,1,0
104681,1962,Footwear,2329.67,6.3,Debit Card,8,0,0.0,0.24,15,1,0
104682,806,Footwear,2669.51,1.6,Debit Card,16,1,0.062,0.24,36,0,1
104683,2056,Footwear,2913.21,16.9,Credit Card,7,1,0.143,0.24,59,1,0
104684,2049,Apparel - Womens,1108.75,15.2,Debit Card,8,0,0.0,0.28,0,1,0
104685,679,Furniture,11472.12,10.7,Credit Card,13,0,0.0,0.11,3,2,0
104686,827,Beauty,1051.95,10.0,UPI,18,2,0.111,0.05,21,3,0
104687,800,Electronics,6762.08,1.3,UPI,10,2,0.2,0.09,42,1,0
104688,1648,Home & Kitchen,2383.32,7.0,UPI,6,2,0.333,0.07,18,2,0
104689,903,Apparel - Mens,1542.89,14.1,Credit Card,17,7,0.412,0.19,98,2,0
104690,1693,Home & Kitchen,2684.44,6.5,Debit Card,11,1,0.091,0.07,121,1,0
104691,165,Apparel - Womens,789.04,15.4,UPI,16,0,0.0,0.28,90,0,0
104692,1508,Home & Kitchen,2466.4,6.3,UPI,16,1,0.062,0.07,16,2,0
104693,511,Apparel - Womens,2719.47,8.2,Debit Card,17,0,0.0,0.28,60,0,0
104694,1934,Apparel - Womens,1915.47,4.9,UPI,16,4,0.25,0.28,54,1,1
104695,1950,Apparel - Womens,1565.62,5.6,UPI,14,0,0.0,0.28,57,0,0
104696,1713,Footwear,1126.3,9.4,UPI,13,2,0.154,0.24,92,1,1
104697,1268,Apparel - Mens,1556.09,4.2,COD,18,2,0.111,0.19,72,3,0
104698,396,Footwear,2407.76,8.4,Debit Card,9,2,0.222,0.24,10,1,1
104699,2088,Mobile Accessories,740.28,17.2,Credit Card,10,3,0.3,0.06,28,1,1
104700,1660,Beauty,285.79,10.2,UPI,9,0,0.0,0.05,51,0,1
104701,1904,Furniture,3643.75,4.5,COD,12,1,0.083,0.11,15,0,0
104702,1091,Mobile Accessories,222.54,2.9,COD,10,4,0.4,0.06,10,2,0
104703,2128,Furniture,10264.37,4.0,UPI,11,5,0.455,0.11,0,0,0
104704,1802,Mobile Accessories,597.66,16.1,Credit Card,16,2,0.125,0.06,1,2,0
104705,1610,Home & Kitchen,1667.49,24.0,Netbanking,11,1,0.091,0.07,17,2,0
104706,1285,Home & Kitchen,4203.09,15.7,UPI,11,3,0.273,0.07,52,2,0
104707,934,Beauty,978.87,8.7,Credit Card,11,2,0.182,0.05,52,1,0
104708,1457,Home & Kitchen,2764.75,34.1,Credit Card,8,0,0.0,0.07,5,1,0
104709,1014,Electronics,6627.42,8.6,UPI,13,3,0.231,0.09,10,1,0
104710,1211,Beauty,1001.68,13.1,COD,11,5,0.455,0.05,11,5,0
104711,2122,Apparel - Mens,1637.42,18.8,UPI,15,7,0.467,0.19,20,0,0
104712,581,Beauty,1231.74,1.0,UPI,14,2,0.143,0.05,13,5,0
104713,1988,Electronics,1348.43,5.0,COD,9,0,0.0,0.09,9,2,1
104714,385,Home & Kitchen,2552.97,13.1,UPI,11,1,0.091,0.07,84,0,0
104715,1559,Beauty,560.49,10.6,COD,10,2,0.2,0.05,2,5,1
104716,1900,Apparel - Mens,2305.49,26.2,COD,10,1,0.1,0.19,53,1,1
104717,2196,Home & Kitchen,1988.13,2.1,COD,12,1,0.083,0.07,15,3,0
104718,1938,Beauty,708.38,10.2,COD,12,5,0.417,0.05,48,2,0
104719,1455,Mobile Accessories,399.56,17.4,Debit Card,15,4,0.267,0.06,146,1,0
104720,1811,Mobile Accessories,718.28,18.7,UPI,9,4,0.444,0.06,13,0,0
104721,905,Electronics,3470.05,7.3,UPI,12,4,0.333,0.09,3,6,0
104722,489,Electronics,3284.81,18.8,UPI,17,0,0.0,0.09,53,2,0
104723,387,Furniture,9103.34,2.3,COD,14,3,0.214,0.11,4,0,0
104724,1422,Footwear,2946.61,2.0,UPI,12,1,0.083,0.24,7,2,0
104725,681,Furniture,1202.26,23.1,UPI,16,7,0.438,0.11,55,1,1
104726,1897,Mobile Accessories,852.8,16.1,COD,11,0,0.0,0.06,23,0,1
104727,1773,Apparel - Mens,1674.15,13.6,UPI,12,3,0.25,0.19,53,0,1
104728,2110,Apparel - Womens,1740.58,21.2,COD,10,0,0.0,0.28,35,3,0
104729,1527,Home & Kitchen,1955.29,6.9,UPI,13,6,0.462,0.07,71,1,0
104730,1687,Footwear,3623.63,10.6,COD,14,0,0.0,0.24,38,3,0
104731,915,Beauty,399.21,9.3,COD,7,4,0.571,0.05,38,0,0
104732,963,Mobile Accessories,521.42,7.5,Credit Card,13,3,0.231,0.06,24,1,0
104733,907,Beauty,1235.34,1.5,COD,14,0,0.0,0.05,31,4,0
104734,2099,Electronics,5445.78,2.1,UPI,16,3,0.188,0.09,103,3,0
104735,1463,Beauty,1360.6,20.3,Credit Card,8,2,0.25,0.05,52,1,0
104736,1489,Apparel - Womens,167.49,16.2,COD,9,4,0.444,0.28,78,1,0
104737,1521,Beauty,1037.16,16.3,Debit Card,7,3,0.429,0.05,63,1,0
104738,828,Home & Kitchen,1001.7,2.7,Credit Card,10,2,0.2,0.07,94,0,1
104739,1258,Apparel - Womens,846.5,18.0,UPI,10,0,0.0,0.28,4,0,0
104740,590,Furniture,8026.6,1.5,UPI,9,0,0.0,0.11,14,1,0
104741,1923,Electronics,6540.84,1.9,COD,11,2,0.182,0.09,3,2,0
104742,2088,Apparel - Mens,1020.55,4.2,Debit Card,10,3,0.3,0.19,7,1,0
104743,864,Mobile Accessories,325.43,5.0,UPI,11,5,0.455,0.06,0,2,1
104744,1063,Footwear,1367.65,23.0,COD,12,2,0.167,0.24,21,1,1
104745,259,Footwear,3114.19,12.2,UPI,12,0,0.0,0.24,5,2,0
104746,2135,Footwear,2038.45,11.1,Credit Card,13,6,0.462,0.24,65,0,0
104747,1865,Beauty,1579.37,22.4,Debit Card,17,3,0.176,0.05,13,1,0
104748,1198,Apparel - Womens,2004.94,11.0,COD,15,0,0.0,0.28,13,1,0
104749,2120,Mobile Accessories,681.25,16.2,Debit Card,11,2,0.182,0.06,10,2,0
104750,1601,Apparel - Womens,1281.26,12.4,Debit Card,7,3,0.429,0.28,30,1,1
104751,937,Footwear,3513.18,16.9,Credit Card,9,0,0.0,0.24,61,0,0
104752,1049,Apparel - Womens,1217.02,14.6,UPI,11,3,0.273,0.28,58,2,1
104753,1241,Beauty,1130.11,9.7,Credit Card,13,0,0.0,0.05,43,1,0
104754,1484,Mobile Accessories,522.99,16.6,COD,6,1,0.167,0.06,8,2,0
104755,387,Home & Kitchen,958.71,10.9,Debit Card,14,3,0.214,0.07,1,2,0
104756,499,Apparel - Womens,1779.42,8.9,UPI,17,2,0.118,0.28,18,2,0
104757,927,Apparel - Womens,1763.09,23.7,Netbanking,7,0,0.0,0.28,45,1,0
104758,2010,Apparel - Mens,450.56,8.0,COD,10,1,0.1,0.19,22,2,0
104759,268,Electronics,4432.16,11.0,Debit Card,15,2,0.133,0.09,20,0,0
104760,191,Apparel - Mens,1831.74,11.0,Credit Card,15,4,0.267,0.19,50,1,0
104761,322,Furniture,16768.42,4.2,Debit Card,16,3,0.188,0.11,26,0,1
104762,1240,Beauty,829.71,13.5,Credit Card,12,3,0.25,0.05,1,2,0
104763,2118,Furniture,7593.75,4.1,UPI,10,6,0.6,0.11,22,2,0
104764,2004,Footwear,2761.9,30.8,Netbanking,9,2,0.222,0.24,14,1,0
104765,1299,Furniture,8793.93,9.3,COD,16,6,0.375,0.11,86,4,1
104766,1552,Electronics,4061.87,25.0,UPI,13,1,0.077,0.09,7,0,0
104767,266,Apparel - Mens,501.01,2.9,UPI,18,0,0.0,0.19,61,2,0
104768,1365,Mobile Accessories,613.57,24.0,Debit Card,9,1,0.111,0.06,23,0,0
104769,733,Electronics,3167.42,5.0,COD,11,2,0.182,0.09,20,0,0
104770,1236,Apparel - Mens,1869.78,13.6,Credit Card,19,2,0.105,0.19,47,0,0
104771,1426,Apparel - Mens,1275.39,7.6,UPI,9,1,0.111,0.19,46,0,0
104772,95,Furniture,16501.22,7.2,Credit Card,9,2,0.222,0.11,55,0,0
104773,1794,Furniture,6712.85,11.5,Debit Card,14,0,0.0,0.11,0,0,0
104774,1001,Footwear,2319.99,8.7,UPI,8,1,0.125,0.24,39,1,1
104775,2018,Apparel - Mens,2991.33,5.7,Credit Card,14,1,0.071,0.19,35,2,0
104776,1817,Beauty,606.91,26.5,COD,14,2,0.143,0.05,14,0,0
104777,1007,Footwear,1684.1,39.6,UPI,12,1,0.083,0.24,41,3,1
104778,1289,Home & Kitchen,3016.6,3.2,Netbanking,10,0,0.0,0.07,12,2,0
104779,1023,Apparel - Womens,2156.95,10.5,Credit Card,8,3,0.375,0.28,14,1,1
104780,430,Home & Kitchen,2201.5,6.4,Credit Card,15,3,0.2,0.07,8,0,0
104781,2020,Furniture,11525.98,21.7,COD,9,0,0.0,0.11,68,1,0
104782,1245,Apparel - Mens,1320.1,19.5,UPI,16,1,0.062,0.19,5,0,0
104783,1535,Apparel - Womens,1883.99,20.8,Credit Card,6,1,0.167,0.28,27,2,0
104784,130,Furniture,11146.01,12.6,COD,12,1,0.083,0.11,111,1,0
104785,1768,Electronics,5677.25,12.2,UPI,12,3,0.25,0.09,27,0,0
104786,237,Footwear,3948.79,26.9,COD,13,4,0.308,0.24,35,0,0
104787,856,Furniture,10592.31,16.7,UPI,11,5,0.455,0.11,2,2,0
104788,660,Apparel - Mens,150.0,9.4,COD,7,1,0.143,0.19,14,0,1
104789,985,Beauty,411.94,6.5,UPI,7,2,0.286,0.05,28,1,0
104790,1146,Footwear,2008.28,15.3,COD,12,4,0.333,0.24,0,0,1
104791,1824,Beauty,592.84,16.5,Credit Card,8,0,0.0,0.05,6,0,0
104792,990,Furniture,17723.1,4.2,COD,12,1,0.083,0.11,49,0,0
104793,649,Apparel - Womens,1384.45,11.3,COD,17,2,0.118,0.28,12,0,0
104794,346,Home & Kitchen,1713.87,16.0,Debit Card,12,3,0.25,0.07,1,4,1
104795,531,Home & Kitchen,2021.72,1.0,COD,12,2,0.167,0.07,0,0,1
104796,112,Apparel - Mens,1324.59,5.5,Credit Card,6,1,0.167,0.19,12,0,1
104797,176,Apparel - Womens,1485.61,28.6,Credit Card,11,0,0.0,0.28,10,3,0
104798,457,Beauty,915.42,36.7,Debit Card,11,2,0.182,0.05,35,1,0
104799,1322,Electronics,2931.5,2.3,UPI,15,0,0.0,0.09,126,2,0
104800,592,Apparel - Mens,1927.82,11.1,Debit Card,15,3,0.2,0.19,36,1,0
104801,1156,Apparel - Mens,1240.37,12.6,Credit Card,9,2,0.222,0.19,25,1,0
104802,2159,Furniture,6563.79,17.9,Credit Card,12,2,0.167,0.11,54,2,0
104803,877,Beauty,1157.53,36.2,Credit Card,11,1,0.091,0.05,32,1,0
104804,641,Electronics,5827.4,10.3,UPI,7,2,0.286,0.09,19,2,0
104805,1079,Footwear,1873.22,6.6,COD,12,3,0.25,0.24,8,3,1
104806,193,Home & Kitchen,1954.77,14.3,Credit Card,18,1,0.056,0.07,17,0,0
104807,1414,Footwear,3240.18,12.4,COD,11,3,0.273,0.24,23,1,0
104808,1826,Apparel - Womens,2565.08,17.4,Credit Card,11,0,0.0,0.28,40,0,0
104809,659,Apparel - Womens,1721.69,9.1,Debit Card,11,0,0.0,0.28,19,3,0
104810,1489,Footwear,1491.57,4.6,COD,9,4,0.444,0.24,65,2,1
104811,1696,Home & Kitchen,1747.42,15.6,Debit Card,12,1,0.083,0.07,15,0,0
104812,1638,Apparel - Womens,758.21,4.9,UPI,14,4,0.286,0.28,18,3,0
104813,917,Beauty,327.61,1.0,UPI,13,3,0.231,0.05,3,3,0
104814,1566,Beauty,1157.94,21.7,COD,11,1,0.091,0.05,53,0,0
104815,944,Apparel - Womens,1380.43,7.2,COD,16,3,0.188,0.28,26,1,0
104816,1711,Apparel - Womens,2337.74,5.5,Credit Card,13,1,0.077,0.28,8,0,0
104817,1925,Furniture,9328.54,11.1,Credit Card,10,6,0.6,0.11,9,0,0
104818,1561,Apparel - Mens,2630.25,8.6,Netbanking,9,2,0.222,0.19,14,0,0
104819,682,Apparel - Womens,2197.52,16.9,UPI,14,0,0.0,0.28,53,0,0
104820,1471,Mobile Accessories,858.92,15.1,Credit Card,12,1,0.083,0.06,78,2,0
104821,1382,Apparel - Mens,1565.27,32.5,Debit Card,13,4,0.308,0.19,14,0,0
104822,254,Apparel - Mens,1644.88,10.8,UPI,11,1,0.091,0.19,143,0,0
104823,467,Home & Kitchen,1380.46,14.7,UPI,14,2,0.143,0.07,16,1,0
104824,1212,Electronics,13942.98,3.6,UPI,10,1,0.1,0.09,23,1,0
104825,1672,Apparel - Womens,2154.26,7.0,COD,18,3,0.167,0.28,4,0,1
104826,577,Beauty,911.51,20.7,UPI,8,2,0.25,0.05,143,0,0
104827,1618,Home & Kitchen,2068.77,4.1,Credit Card,10,1,0.1,0.07,0,1,0
104828,625,Apparel - Womens,1520.76,4.9,Netbanking,12,0,0.0,0.28,1,1,0
104829,1804,Mobile Accessories,450.84,3.0,Netbanking,9,1,0.111,0.06,12,3,0
104830,871,Home & Kitchen,2695.49,10.3,UPI,12,0,0.0,0.07,5,2,0
104831,393,Apparel - Womens,1703.68,26.1,Debit Card,11,0,0.0,0.28,6,1,1
104832,1060,Electronics,6376.35,0.5,Debit Card,16,4,0.25,0.09,19,0,0
104833,1235,Apparel - Womens,493.37,5.1,UPI,10,4,0.4,0.28,61,1,0
104834,1970,Beauty,1431.38,24.9,UPI,17,11,0.647,0.05,44,2,1
104835,115,Apparel - Mens,1093.54,7.2,UPI,8,2,0.25,0.19,1,0,0
104836,1313,Apparel - Womens,673.35,8.0,Credit Card,4,0,0.0,0.28,83,1,0
104837,1032,Mobile Accessories,544.02,14.2,COD,7,4,0.571,0.06,45,1,0
104838,708,Apparel - Womens,1623.9,8.9,COD,10,1,0.1,0.28,32,3,1
104839,1451,Apparel - Womens,1703.67,23.3,UPI,10,3,0.3,0.28,22,0,1
104840,1284,Beauty,915.68,7.3,COD,11,5,0.455,0.05,96,0,1
104841,1922,Home & Kitchen,662.69,8.6,Credit Card,16,0,0.0,0.07,18,2,0
104842,2199,Footwear,2287.09,35.4,UPI,15,4,0.267,0.24,39,1,0
104843,1972,Mobile Accessories,652.03,3.2,UPI,10,2,0.2,0.06,21,0,1
104844,1269,Apparel - Mens,687.35,42.9,UPI,13,1,0.077,0.19,6,1,0
104845,1808,Apparel - Womens,1152.15,10.9,COD,11,1,0.091,0.28,60,2,0
104846,1699,Footwear,2950.42,2.7,UPI,18,2,0.111,0.24,11,0,0
104847,752,Furniture,5588.66,4.2,Debit Card,12,1,0.083,0.11,2,2,0
104848,1401,Beauty,856.65,5.4,UPI,12,4,0.333,0.05,46,1,1
104849,251,Mobile Accessories,1177.95,3.0,Netbanking,13,5,0.385,0.06,13,1,0
104850,1057,Furniture,16565.68,23.2,Debit Card,16,3,0.188,0.11,23,4,0
104851,380,Furniture,929.45,21.2,Debit Card,12,5,0.417,0.11,6,1,1
104852,1460,Apparel - Mens,2241.03,18.5,Credit Card,7,1,0.143,0.19,9,1,1
104853,1184,Apparel - Womens,1135.5,11.6,COD,10,4,0.4,0.28,3,2,0
104854,2171,Apparel - Womens,2102.59,13.4,Netbanking,10,0,0.0,0.28,56,1,0
104855,1684,Footwear,1775.01,16.1,COD,10,3,0.3,0.24,3,1,0
104856,617,Beauty,1017.07,14.0,COD,13,2,0.154,0.05,0,2,0
104857,1463,Footwear,1281.26,14.2,COD,8,2,0.25,0.24,3,1,0
104858,1024,Home & Kitchen,2268.78,7.6,COD,14,2,0.143,0.07,3,0,0
104859,660,Furniture,8200.6,14.2,Credit Card,7,1,0.143,0.11,26,1,0
104860,1818,Electronics,8764.79,7.0,COD,14,7,0.5,0.09,15,1,1
104861,1733,Furniture,8971.8,14.8,Netbanking,8,2,0.25,0.11,32,1,1
104862,1573,Electronics,5313.6,22.6,UPI,10,2,0.2,0.09,45,1,0
104863,1983,Beauty,896.0,10.6,COD,15,2,0.133,0.05,26,1,0
104864,417,Electronics,4212.53,3.2,UPI,10,2,0.2,0.09,33,0,0
104865,1075,Apparel - Womens,707.41,21.5,UPI,6,0,0.0,0.28,6,2,1
104866,792,Mobile Accessories,187.6,3.6,Netbanking,14,0,0.0,0.06,21,0,0
104867,293,Electronics,150.0,24.4,Credit Card,14,1,0.071,0.09,49,0,0
104868,424,Beauty,1321.33,7.7,COD,12,2,0.167,0.05,18,0,0
104869,949,Apparel - Womens,2719.82,12.1,Netbanking,10,1,0.1,0.28,3,3,0
104870,390,Furniture,6720.99,11.1,UPI,14,3,0.214,0.11,35,1,0
104871,542,Beauty,1342.02,14.1,UPI,10,0,0.0,0.05,17,0,0
104872,2033,Furniture,3965.87,2.5,Netbanking,11,3,0.273,0.11,31,1,1
104873,2160,Beauty,1012.53,13.9,Debit Card,11,0,0.0,0.05,69,2,0
104874,429,Furniture,2162.4,12.0,UPI,14,2,0.143,0.11,58,0,0
104875,1484,Furniture,10597.04,10.8,Netbanking,6,1,0.167,0.11,14,2,0
104876,960,Apparel - Mens,1181.48,8.3,Debit Card,10,1,0.1,0.19,117,0,0
104877,1506,Furniture,6650.1,12.7,Debit Card,13,1,0.077,0.11,5,1,0
104878,1403,Apparel - Womens,1033.07,8.6,Netbanking,7,2,0.286,0.28,15,0,0
104879,900,Footwear,514.7,33.1,Netbanking,10,2,0.2,0.24,17,1,0
104880,542,Apparel - Mens,3926.35,12.9,COD,10,0,0.0,0.19,52,0,0
104881,1082,Mobile Accessories,1003.6,10.2,UPI,18,6,0.333,0.06,12,2,1
104882,524,Beauty,404.71,8.1,Credit Card,13,2,0.154,0.05,44,2,0
104883,872,Home & Kitchen,2683.63,24.1,Credit Card,14,4,0.286,0.07,38,0,0
104884,1929,Apparel - Womens,882.64,0.3,Debit Card,11,2,0.182,0.28,23,2,0
104885,740,Home & Kitchen,3020.98,11.3,Netbanking,15,2,0.133,0.07,21,2,0
104886,1618,Apparel - Mens,1934.51,2.5,COD,10,1,0.1,0.19,12,0,0
104887,755,Footwear,2119.24,2.8,Credit Card,15,3,0.2,0.24,60,0,0
104888,366,Furniture,9414.32,0.4,Debit Card,8,2,0.25,0.11,17,2,0
104889,572,Beauty,1238.47,26.9,Debit Card,9,2,0.222,0.05,7,1,0
104890,777,Electronics,6814.6,14.5,COD,12,3,0.25,0.09,11,0,0
104891,146,Apparel - Mens,1668.49,4.4,UPI,16,3,0.188,0.19,11,0,0
104892,1809,Apparel - Mens,1359.77,7.9,Credit Card,17,4,0.235,0.19,7,0,0
104893,1312,Apparel - Womens,2504.57,19.0,UPI,11,4,0.364,0.28,7,4,1
104894,1076,Footwear,2955.81,8.6,Netbanking,8,2,0.25,0.24,34,1,0
104895,292,Beauty,1212.9,20.5,COD,11,0,0.0,0.05,16,1,1
104896,797,Furniture,5251.16,14.7,UPI,9,0,0.0,0.11,4,1,0
104897,1849,Electronics,5858.39,3.2,Credit Card,9,1,0.111,0.09,11,0,0
104898,1136,Home & Kitchen,1395.82,9.2,COD,14,1,0.071,0.07,31,1,0
104899,287,Apparel - Womens,1924.3,15.8,Credit Card,12,5,0.417,0.28,25,2,0
104900,893,Apparel - Womens,1895.66,24.0,Debit Card,18,3,0.167,0.28,13,0,1
104901,760,Home & Kitchen,2835.87,13.8,COD,7,0,0.0,0.07,22,3,0
104902,722,Furniture,3000.1,9.8,Credit Card,10,1,0.1,0.11,39,0,0
104903,1790,Beauty,192.01,17.2,UPI,13,3,0.231,0.05,33,1,0
104904,2176,Footwear,1991.68,3.6,UPI,10,2,0.2,0.24,50,1,0
104905,1513,Footwear,2195.02,14.5,Credit Card,16,1,0.062,0.24,0,0,0
104906,486,Furniture,14055.02,33.1,Netbanking,12,0,0.0,0.11,18,1,0
104907,1159,Beauty,1609.66,5.4,COD,13,2,0.154,0.05,24,0,0
104908,1337,Furniture,13817.6,7.4,UPI,7,2,0.286,0.11,2,0,0
104909,47,Apparel - Womens,1099.63,26.0,COD,8,1,0.125,0.28,27,0,0
104910,680,Apparel - Womens,2203.16,27.2,UPI,12,2,0.167,0.28,51,0,0
104911,1923,Beauty,247.3,12.7,UPI,11,2,0.182,0.05,86,1,1
104912,1409,Mobile Accessories,611.87,11.5,UPI,10,1,0.1,0.06,57,2,0
104913,1313,Apparel - Womens,1833.39,12.0,Credit Card,4,0,0.0,0.28,52,0,0
104914,2169,Mobile Accessories,330.23,3.8,COD,11,1,0.091,0.06,19,2,0
104915,1414,Electronics,9425.46,27.9,UPI,11,3,0.273,0.09,40,2,1
104916,703,Mobile Accessories,509.35,24.5,Credit Card,11,5,0.455,0.06,88,1,1
104917,1195,Home & Kitchen,1662.82,14.6,UPI,17,10,0.588,0.07,17,0,0
104918,2078,Apparel - Womens,1922.48,25.1,UPI,11,2,0.182,0.28,9,0,1
104919,371,Mobile Accessories,215.01,4.6,Credit Card,15,1,0.067,0.06,93,0,0
104920,677,Furniture,7020.6,7.1,UPI,12,4,0.333,0.11,6,1,1
104921,32,Footwear,1725.08,4.8,COD,14,5,0.357,0.24,30,0,1
104922,887,Furniture,13088.03,22.6,UPI,13,6,0.462,0.11,10,4,1
104923,1177,Furniture,15638.89,16.9,UPI,15,7,0.467,0.11,2,2,1
104924,1724,Apparel - Mens,2787.34,24.0,COD,14,3,0.214,0.19,10,4,1
104925,2104,Beauty,902.46,10.5,Netbanking,11,1,0.091,0.05,88,1,0
104926,694,Furniture,8233.79,5.9,UPI,10,1,0.1,0.11,39,2,1
104927,1873,Beauty,1080.03,9.0,COD,13,3,0.231,0.05,8,0,0
104928,24,Mobile Accessories,634.25,20.4,UPI,12,2,0.167,0.06,73,0,0
104929,1420,Apparel - Womens,1901.6,25.6,UPI,6,2,0.333,0.28,21,1,0
104930,1611,Furniture,9479.17,1.8,COD,11,2,0.182,0.11,4,0,0
104931,1823,Beauty,1295.61,32.6,Credit Card,17,0,0.0,0.05,38,2,0
104932,724,Beauty,852.18,7.9,Debit Card,14,0,0.0,0.05,1,1,0
104933,771,Mobile Accessories,1177.38,6.4,COD,16,0,0.0,0.06,23,1,0
104934,592,Apparel - Mens,2211.48,11.1,UPI,15,3,0.2,0.19,19,1,1
